,message
9507,"Kisko padhana hota hai🌝
"
9508,"Attend it for a whole damn dayyy!
"
9509,"Teri crush
"
9510,"Aayeahhh 😂😂
"
9511,"🙂Jennifer
"
9512,"Ehehehe🌝🌝
"
9513,"<Media omitted>
"
9514,"<Media omitted>
"
9515,"<Media omitted>
"
9516,"Help me mera bhi likh degi?🙂
"
9517,"Waisa help nahi karti. Mai bas suggestions deti hu :))
"
9518,"Eee to epik help nhi hua na🙂🙂
"
9519,"It is epik help shush
"
9520,"Likh degi ultra epik hoga🙂🙂
"
9521,"You don't know it yet but it is
"
9522,"Sources trust me bro
"
9523,"Ultra epik bano aur likh do🙂🙂
"
9524,"Nahi nahi I am good with onli epik
"
9525,"🤣🤣🤣
"
9526,"Ultra and all nahi chahiye
"
9527,"Don't be only epik become ultra epik🥺
"
9528,"Ijjat jyada milega🙂
"
9529,"Maine khudka nahi likha tera kya hi likhungi
"
9530,":))
"
9531,"Aalsi log🙂
"
9532,"Wo to sabko pata hai. I start assignments like 3-4 hours before deadline
"
9533,"To rush me likhne ka fayda?🥲
"
9534,"Kuch nahi. Aisehi acha lagta hai kaam nahi karna
"
9535,"Sabaash bahut uttam🙂🙂
"
9536,"Kl evs me sab mask phen ke rhna🙂
"
9537,"Agreed bhai👍👍
"
9538,"😷🫂
"
9539,"Kl dhoka nhi pichle baar @916394650588 @919427446944 sab dhoke diye the🥲
"
9540,"😷🥹
"
9541,"Bhai last time mera mask mil nahi raha tha but iss baar pakka pehle se paas rakhunga🙂🙂
"
9542,"Haa abhi hi nikal lo🤣🤣🤣
"
9543,"Bhai bsdk meh 2 mask pehna tha 🙃
"
9544,"Bhai abhi se pehen ke soo hi jaata hoon🙂🙂😂
"
9545,"To aap jyada follow krte h na🤣🤣
"
9546,"Nhiii itna bhi mat pata chala tapak gye🙂
"
9547,"Kal 3, cloth wala bhi pehen lunga 😂😂
"
9548,"Ye badiya h🤣🤣🤣
"
9549,"Haan bhai sahi bole wese bhi abhi tapak na sahi nahi rahega abhi toh zindagi mein bahut kuch karna baaki hai🙂
"
9550,"Jsjsjskkaoalqlaksksjjdjs
"
9551,"Goodnight
"
9552,"Kya krna h bhai?🌚
"
9553,"Bulaya kon?🙂
"
9554,"Par kal physics hai, abhi tapak ja bhai 🤧
"
9555,"Mai pehan k betha tha or mere mask ki tareef hoyi thi bahut🌝
"
9556,"Tu to bsdwala h mera limelight chin liya tha🙂
"
9557,"Maa chuda
"
9558,"Gande shabd mat use karo vats 🙂
"
9559,"Naukri🙂🙂
"
9560,"Ooo uske baad?🌚
"
9561,"Itni angry ladki 😱
"
9562,"Nahi bhai abhi nahi 🙂
"
9563,"<Media omitted>
"
9564,"🤦🏻‍♀️
"
9565,"Koi nhi mar mit ti h😭😭
"
9566,"@917702068524 tum bhi apna katora wala mask phir se pehen lena kal 🙂🙂
"
9567,"Tera cutie @918368130837 maar mit rha na
"
9568,"Bhul gya kya?
"
9569,"Done✅✅
"
9570,"Nahi socha hai🙂🙂
"
9571,"🙂🙂🙂
"
9572,"Nhiii ladki marni chaiye🙂
"
9573,"Socho bhai🌚
"
9574,"🌝🌝talont hai
"
9575,"<Media omitted>
"
9576,"Tum log bhi koi unique mask leke aao
"
9577,"Talont nhi bsdwal ho tum🙂
"
9578,"@917735952127 🙂
"
9579,"Bhai mein soch raha laptop ko hi laga lunga🙂🙂
"
9580,"🙂🙂🙂🙂
"
9581,"Mujhe bhi full 100 % ladkiyon mein hi interest hai
"
9582,"Jaara udhar aana🙂
"
9583,"Chalo saath me ladki dhundhte h🙂
"
9584,"Nahi bhai mein samajh gayathakyu bole the tum 🥲🥲
"
9585,"<Media omitted>
"
9586,"Alag alag pls
"
9587,"Haa alag hi alag dhundhenge 🙂🙂
"
9588,"Kyuki mujhe wo 3 wala chij mein interest nahi hai
"
9589,"🙂hein ji
"
9590,"This message was deleted
"
9591,"<Media omitted>
"
9592,"Mujhe laga koi sticker bhejoge chalo chodo bhai
"
9593,"<Media omitted>
"
9594,"Confession page regulary check karte raha karo , kripa wahi atki hai
"
9595,"Confession page pe aaj tak ek Confession mere liye nhi aaya h🙂🥲
"
9596,"Bhai bhai 🫂🫂offline jaoge toh sab theek ho jayega
"
9597,"Fir apne aap ko control karna mushkil ho jayega
"
9598,"Pakka na bhai?🥺🥺
"
9599,"Pakka na aisa hoga bhai?🥺🥺
"
9600,"Kya matlab tumhe April fool banaya jaa raha hai🥲
"
9601,"But april to khatam ho gya may start ho gya🥺🥺
"
9602,"Wahi toh kitni dukh ki baat hai ki tumko may mein bhi April fool banaya jaa raha
"
9603,"Bhai ye to galat baat h na aisa to nhi krte na🥺
"
9604,"Pakkaaa bhai mai tere se jhut kyu bolunga tu hi soch🌝🌝
"
9605,"<Media omitted>
"
9606,"<Media omitted>
"
9607,"<Media omitted>
"
9608,"Tab thik h bhai🥺🫂
"
9609,"Bahut jyada dark circles h🥲
"
9610,"Famous crow baki class me bhi🙂
"
9611,"Ye @917735952127 @918368130837 ke baaton par nahi janna jalte hai saale sab tujhse ekdm expectations high rakh 🌚
"
9612,"Issi photo pe kuch aur likh ke famous karne se chalega kya😁😁
"
9613,"Aisa kya🌚🌚
"
9614,"Bhai expectations high rakha aur kuch nhi mila to apne liye gufa tayaar rkhna dost🙂
Thank you
"
9615,"Kya likhoge bhai?
"
9616,"<Media omitted>
"
9617,"<Media omitted>
"
9618,"This sticker🥹🥹🥹🥹🫰🏻
"
9619,"🤌🤌🤌
"
9620,"Kuch acha jaise ~bhosadiwala hoon mein~ mein nabalik hoon🙂🙂
"
9621,"Dono saath me nahi likh dena sticker bana ne wala ko jail hoga
"
9622,"This message was deleted
"
9623,"Aise main to bekar me famous honga🙂
"
9624,"Ladka log ko thoda madad karo toh salla sar pe chadd jata hai...ye bhosdiwala ko @919407993691 ban karo koi😂
"
9625,"Kam se kam famous toh ho jaogay🙂🙂
"
9626,"🤣🤣🤣
"
9627,"Gufa matlab gandu jahan pe dafan hoge🙂🙂
"
9628,"But galat me na🙂
"
9629,"Chalega na tumhe fir se limelight mein aane ka mauka milega tum star ban jaoge akash gupta ki tarah🙂
"
9630,"Usko gufa nahi kafan bolte hai bhosdike  ranchi me gufa me dafnate hai kya be🤣🤣
"
9631,"<Media omitted>
"
9632,"Pura ranchi ko koi galat sikha diya hai.... gufa me daal de raha hai sabko😂😂
"
9633,"🌚🤣
"
9634,"Sach me ban jaunga tab kr do🙂
"
9635,"Ranchi me kahin bhi dafna faltu jagah h🙂
"
9636,"Ranchi aao bahut chiz sikhoge🤣🕺
"
9637,"Abey mehnat karo tab jaake famous honge ye chindi harkaton se nahi mein tumhara test le raha tha tum fqil ho gaye
"
9638,"Ye ladka dancer ka emoji kyu diya hai...thoda darr ka mahaul hai...🤨😨
"
9639,"Fail thoda sa no. De do🙂
"
9640,"Thik hai -1 ab khush bhai🙂
"
9641,"@919407993691 bhai jitna sab bada comedian hua hai vo log amlan ka test pe pass hota hai
"
9642,"Galti se gya tha🙂 yahan pe din dahare goli chalti h tim bhi maro jaoge ek din🙂
"
9643,"Amlan ka test me pass nahi hua mtlb bhot mushkul hai aage
"
9644,"<Media omitted>
"
9645,"Jee me is se jyada aaya tha mera🙂
"
9646,"Main fail ho gya shit🥲
"
9647,"Lag gye tab to🥲🥲
"
9648,"Full Golibazi...sune hai tum bhi sar pe gamcha baandh ke dopeher me gayab rehta hai ghar se 🌝
"
9649,"Koi nahi life mein aur bhi mauke milenge🫂
"
9650,"Batana mat kisiko du ka murder kr diye sala bakachodi kr rha tha humse🌚
"
9651,"Pakka na bhai?🥺
"
9652,"Woh toh ~gufa~ goli chalane ke liye🌚😂
"
9653,"Haan bhai bahut mauke 🙂🙂
"
9654,"Bsdkkkk🤣🤣🤣
"
9655,"Kab aayenge wo mauke?🙂
"
9656,"Sahi kiye bhaiyaji faltu baikati katega toh katta phod dena hai 🌝
"
9657,"🤣🤣🤣
"
9658,"😂😂
"
9659,"Bahut jald stay tuned🙂
"
9660,"😂😂😂
"
9661,"Insta pe update aayega follow karo bhai ko sblog🌚
"
9662,"Ekdum bhaijiiii🌚 katta ka buisnisss krte ho kya?🌚
"
9663,"🤣🤣
"
9664,"Sabaash bhai🙂
"
9665,"Tum insta pe ho?🙂
"
9666,"Bhai nahi chalata hoon mein insta 🥲🥲
"
9667,"Abe 🤣🤣
"
9668,"Fame chahiye hi nahi kaise famous banayenge tumko ?
"
9669,"Sach bol raha hoon bhai🥲
"
9670,"Haan be
"
9671,"Mujhe thodi @919407993691 ko banana hai na🙂🙂
"
9672,"Kab banaya?🙂
"
9673,"Main insta pe hu bhai @singh_shaab_07🙂
"
9674,"Bas wahi roz ka truck ka steering kaat ke katta banwana....ye bhi nahi batana kisi ko 🌝 wasseypur ke ladke hai ee sab toh chalta rehta hai
"
9675,"Are chalta rhta h bisnees dl krenge aapse🌚
"
9676,"Omk agar kabhi insta pe aaya toh tumhe follow kardunga bhai🙂🙂
"
9677,"Baki log bhi kar skte h grp ke acha lagega mere ko🙂
"
9678,"Ok bhai sab log tumhe tumhare birthday wale din follow karenge aur uske baad wale din unfollow kar denge🙂🙂
"
9679,"Bhai birthday to nikal gya🥺🥺
"
9680,"Agle saal ka wait karo toh phir
"
9681,"Bahut din ho jayega tab to🙂
"
9682,"Sabar ka faal meetha hota hai dost🙂
"
9683,"Thik h 7th jan ko sab follow kr lena
"
9684,"Tera mtlb 8th Jan ko unfollow kar dena tha na ?
"
9685,"Nhiii rhna dena unfollow mat krna🥲
"
9686,"😗
"
9687,"😘
"
9688,"Bruh 🤡
"
9689,"Ye sab DM Me
"
9690,"😭😭😭😂😂😂
"
9691,"😂😂
"
9692,"Diagram bhi banana h?🙂
"
9693,"Unmute karke puchle ek baar
"
9694,"Haan bhai
"
9695,"maine 2nd wala banaya hai.
"
9696,"Apne batayega hi rhne dete h😅
"
9697,"Yaar🥺🥺
"
9698,"Nahi batayega 🥲
"
9699,"Bas 1 hi banana h tab?🙂
"
9700,"Main neend me hu to pucho 🙂🙂
"
9701,"maine 1 banaya hai. kitna banana hai woh ni pata.
"
9702,"Theory pura likhna h kya..?
"
9703,"maine toh likh diya.
"
9704,"Ha
"
9705,"ya
"
9706,"Puchiye topper jii🥺
"
9707,"vdo chal raha hai.
"
9708,"Okay
"
9709,"Subah subah takla dekhna padhta h kya jindagi aa gyi h🥲🥲
"
9710,"🆗
"
9711,"🙇🏻‍♂️
"
9712,"aankh bandh kar le.
"
9713,"To likhunga kaise?🥺
"
9714,"Datasheet 1 h kisi ka?🙂🥺
"
9715,"@918639102642
"
9716,"🙂🙂
"
9717,"@918639102642 h?🙂
"
9718,"haaaaaaa
"
9719,"datasheet 3 kisika??
"
9720,"Mera 69 🤧
"
9721,"🙂🙂✨✨
"
9722,"Kiske saath??🤧
"
9723,"Abe mera data sheet nahi aya
"
9724,"BC
"
9725,"Rukja bhai, hum piche wale roll no. ka late ata hai
"
9726,"UK 🙂✨
SCAM
"
9727,"Dhundho ab🙂
"
9728,"<Media omitted>
"
9729,"<Media omitted>
"
9730,"<Media omitted>
"
9731,"ds 3 he kya kisika ???
"
9732,"Itna jaldi kr bhj liya
"
9733,"<Media omitted>
"
9734,"Aise hi graph graph jaldi jaldi bhej dena dua milegi🙂
"
9735,"😘
"
9736,"Data 4...???
"
9737,"Datasheet 5?
"
9738,"✋🏻
"
9739,"🌝
"
9740,"Tera h?🌚
"
9741,"Ha 🌝
"
9742,"data 3 jiska jiska hai wo @917905993046 se contact karo toffee degi
"
9743,"Badiya🌚
"
9744,"Mera hai 🙂
"
9745,"Shut up 🥲
"
9746,"Datasheet 6?
"
9747,"Toh tu contact kar 🙃
"
9748,"1 h mera but toffee nhi milega?🙂
"
9749,"YES MA'AM 🥲
"
9750,"milega milega graph bhej fir milega
"
9751,"snickers milega tumko
"
9752,"Wo hum khud chaap rhe h🙂
"
9753,"This message was deleted
"
9754,"Nhiii chaiye rhne do🙂🙂
"
9755,"Nhi 🙃
"
9756,"Lollipop loge 🙂
"
9757,"👍🏻✌🏻
"
9758,"Galat baat🥺
"
9759,"Nhiii rhne dijye😒😒
"
9760,"Tere liye ferrero rocher theek?
"
9761,"Jaa ke graph bana pehle
"
9762,"Mera nahi hai 3 but toffee milegi kya🙂
"
9763,"<Media omitted>
"
9764,"This message was deleted
"
9765,"This message was deleted
"
9766,"<Media omitted>
"
9767,"Bsdk kya delete kiya
"
9768,"kuch nhi bro 🙃 galat fehmi ho rhi tumko
"
9769,"Ha yahi 🙃
"
9770,"🥲
"
9771,"Thik hai bro🙂
"
9772,"Graph bhej jaldi
"
9773,"This message was deleted
"
9774,"@917488918881 bhai ye lo kha lo tum
"
9775,"This message was deleted
"
9776,"This message was deleted
"
9777,"Yeh to snickers hai 🙂
"
9778,"Snickers hi toh hai isme kya hai 🤔
"
9779,"👀👀
"
9780,"🫂
"
9781,"Ye milega to abhi lko aa jau🌚
"
9782,"Rukk bana ri
"
9783,"<Media omitted>
"
9784,"Jaake dikha 🙃
"
9785,"This message was deleted
"
9786,"Hehehe chor deta hu🥲🥲
"
9787,"Ye kesi dhamki hai dost😱
"
9788,"🤡🤡
"
9789,"🥹🥹
"
9790,"<Media omitted>
"
9791,"Data 4 
 anybody...???
"
9792,"<Media omitted>
"
9793,"Main daar gya🥺🥺
"
9794,"<Media omitted>
"
9795,"🤣🤣
"
9796,"<Media omitted>
"
9797,"Data set 1 graph scale kaise le rahe?!
"
9798,"Plastic wale scale se🙂
"
9799,"BC 😂😂
"
9800,"🤣🤣🤣
"
9801,"🙄
"
9802,"😅😅
"
9803,"<Media omitted>
"
9804,"Usse kuch aur bhi measure karlo shayad pehle se aur chota ho gaya hoga🙂
"
9805,"Nhiiii ro rha hu bhai🥺
"
9806,"Mera teri tarah shrink nhi hota🙂
"
9807,"Jhut maat bol tera angoor dhere dhere kishmish baan Raha hai na🙂
"
9808,"Tumko kaise pta
"
9809,"🙂
"
9810,"Nhiii ban rha h aisa kuch aur graph pe dhayan do mere parabola pe nhi🙂
"
9811,"Tumne hi to message Kiya tha mujhe kal
"
9812,"Parabola😂
"
9813,"🤣🤣🤣
"
9814,"<Media omitted>
"
9815,"Ye sab kya sunn na pad raha hai subah subah
"
9816,"🌝🌝
"
9817,"Jao thode angoor khaa lo
"
9818,"Breakfast mein
"
9819,"Kisi ka graph hua?
"
9820,"<Media omitted>
"
9821,"Good going
"
9822,"null
"
9823,"Thenksss
"
9824,"Chotta bheem to thik hai par chutki kaha hai🙂
"
9825,"Aree itna jaldi kese bana liyea
"
9826,"<Media omitted>
"
9827,"TALONT
"
9828,"Aese agar scale liya to graph nahi banega😂
"
9829,"<Media omitted>
"
9830,"👍🏻✨
"
9831,"2nd graph kaise banana hai koi explain karo.....!
"
9832,"Wo graph 4 quadrant pe banega🙂
"
9833,"I vs V
"
9834,"Ha mera bi same araa
"
9835,"2nd graph kaise banana hai?
"
9836,"Guys inse time badhane ko bolte hai🙂
"
9837,"Yess plzz 🤧
"
9838,"Bolo hum tumhare saath h🙂
"
9839,"data set 4?
"
9840,"Dataset 1 graph 2 bhejo koi.....
"
9841,"anyome datasheet 3 please🙂
"
9842,"Bhai Graph hua kyaa
"
9843,"??
"
9844,"ghanta
"
9845,"main abhi obsevation likhna suru kiya
"
9846,"I to wo main table se lege na?
"
9847,"IL?
"
9848,"This message was deleted
"
9849,"Shayad table se hi
"
9850,"Dataset 5 kisika hua kya?
"
9851,"bhai ds 3 kisiko diee bhi he ya bs mujhe milaa he🙂🙂
"
9852,"Sirf tereko
"
9853,"🙂🙂🙂
"
9854,"KR RHA hoon
"
9855,"Crow crow
"
9856,"Graph 1 me highest point ke liye dotted line bhi chayea?
"
9857,"Ha
"
9858,"🥲
"
9859,"2nd graph kaise banaye?
"
9860,"<Media omitted>
"
9861,"Tera khtm hogya tou mera v graph Bana de🫠
"
9862,"😏free mein kuch nahi karega🫴🏻
"
9863,"Chocolate dungi ek kacha aam
"
9864,"🙄
"
9865,"Kaunsa data set hai?!
"
9866,"2🫠
"
9867,"Table bhejo....dekhta hun
"
9868,"Dm🏍️
"
9869,"bhai deta set kiska hai?
"
9870,"data
"
9871,"Mera bhi pura experiment likh de🙂
"
9872,"Apna kaam swayam karen....✌🏻
"
9873,"datasheet 5 calculation kiya kya kisine?
"
9874,"To ye kya chal raha hai😱
"
9875,"Sabka AEC Lab me 2 absent 2 present hai kya?
"
9876,"Meko v
"
9877,"+1
"
9878,"Yes
"
9879,"50 persent only🥲
"
9880,"🥲
"
9881,"sabka hai
"
9882,"EVS write up mein pura din nikal jayega 
shayad wo bhi kam par jaye🤬
"
9883,"evs ka kyaa likhna he?
"
9884,"Check gc
"
9885,"docs meh bhi de sakte hai na
"
9886,"sample meh wo bhi hai
"
9887,"Dono
"
9888,"Phir to easy hai🙂
"
9889,"🙂 20 page writeup
"
9890,"Google🙂
"
9891,"notebook meh likhna padega🙂
"
9892,"Mujhe nahi lagta hai sir padhenge kyu his Inglis is too good🙂
"
9893,"That's the sad part
"
9894,"Word or notebook dono me likhna hai .. ki any one 🙂
"
9895,"Not easy🙂
"
9896,"Dono
"
9897,"Dono😱
"
9898,"<Media omitted>
"
9899,"Ye 20 page kon likhta hai
"
9900,"🫠 kese bhi sir itna dhyan se nahi padte
"
9901,"Aur last mei reference bhi 😂😂 likha hai..
Links and links 😂😂
"
9902,"Ek hi page ka photo bich bich me daal dena 
Aram se ho jaiga
"
9903,"<Media omitted>
"
9904,"Exam mei marks hack ke lia ek hi question ko do baar karta tha 1st and last page 😎
"
9905,"<Media omitted>
"
9906,"ye evs ka kb tak time diaa he
"
9907,"🙂
"
9908,"This message was deleted
"
9909,"Bhai lekin yeh toh ek joke nhi hai jo dainik jagran main nikalta hai 🤨😋
"
9910,"Kya ptaa bhaii... Ho skta hai😂😂
"
9911,"Bee meh attendance liya!?
"
9912,"Abe bee ka class hai?
"
9913,"Ha
"
9914,"attendence hogaya kya??
"
9915,"Avi nhi
"
9916,"Haan bhai ekdum bhul hi gaya meh toh, phy chal raha abhi 😭
"
9917,"<Media omitted>
"
9918,"<Media omitted>
"
9919,"Are koi datasheet 5 ka dono graph bhej do
"
9920,"😂😂😂
"
9921,"VB20*
"
9922,"<Media omitted>
"
9923,"Itna accurate bana na padega kya ab 🥲😂
"
9924,"sabko diffraction grating meh kitna aaya?
"
9925,"4 🙂
"
9926,"5
"
9927,"Dhandha kro tou bada kro purushottam bhaiya, warna mat kro
"
9928,"<Media omitted>
"
9929,"Hecker spotted
"
9930,"Lexxgo
"
9931,"4
"
9932,"*Dear all,*

*Viva will be conducted for all the students in Physics lab (offline and online modes)*

*It will start from the next week i.e. 9th May (Monday) onwards during regular lab timings.*

*The viva will include questions from all the experiments conducted in lab class. Please ask the students to prepare as like.*


*Rest details will be shared soon.*


 *Other details about the end sem exam will be shared shortly*
"
9933,"🤘 acha hai kisi ke marks nahi kate
"
9934,"Ye fake h na🫠
"
9935,"🥲🥲🥲
"
9936,"N
"
9937,"Viva kbse hone laga
"
9938,"Abhi se kya viva?
"
9939,"Pata nhi
"
9940,"Mentor ne send kiya
"
9941,"Abey kyu
"
9942,"🫠🫠
"
9943,"Pura 10 experiment toh ho jane do be
"
9944,"Kyuki wo physics teacher hai🥲
"
9945,"Wohi naaaaa
"
9946,"Chalo mana krte h🫠
Bolenge hi 10 exp khtm hone baad🫠
"
9947,"only 8 dude
"
9948,"Hhhn
"
9949,"kitne baje tak hai bee class🙃
"
9950,"Guys sab mask ready rakhna
Next class 🤡🤡
"
9951,"I see
"
9952,"Guess we should get ready for viva then🙃
"
9953,"10 h 10🫠
"
9954,"Kaha se mila pura lab manual diye hai ye log ?
"
9955,"Bata @918292893635
"
9956,"Mentor ne message deleted kr diya🥲🥲
"
9957,"🤣🤣🤣🤣
"
9958,"Ganjedi chutiya
"
9959,"🥲
"
9960,"Ha Guys 10 hai
"
9961,"Bhai class pe dhyan dete hai...ye sab bakchodi roz ka chlta rhega
"
9962,"Drate rhta hai message krke
"
9963,"last sem meh unka bas 8 tha
"
9964,"Tu ye fake chije kaha se Lata h?
Kl v fake ss bheja tha🫠
"
9965,"vb16 meh bhi same message gaya
"
9966,"8 tih aaj hi kiya hai!
"
9967,"<Media omitted>
"
9968,"Feku boy @918409801799 🙂😁🤣
"
9969,"🥲
"
9970,"Bolona mic Durr krne fan chla rhi h
"
9971,"Chutiye tu to sach bol de🥲
"
9972,"Mere mentor nhi h wo 🙂🥲
"
9973,"Mentor heavily doped in nasha .so what can i do😂
"
9974,"Bar pendulum 
Bending of beam
Diffraction grating
Dynamic method
Michelsin's interferometer
Newton's ring
Plank's constant
Possion's ratio 
Solar cell
Photo cell
"
9975,"🙃🙃
"
9976,"9?
"
9977,"Kya upload krna h 😶
"
9978,"Vlog
"
9979,"What I eat in a week
"
9980,"Counting bhul gyi kya? 🙂
"
9981,"😅😅
"
9982,"Ha dikh gaya
"
9983,"CHHOTI BACCHI HO KYA
DIKHAI NAHI DETA 🙂
"
9984,"Sabka naam yaad kar li hai...
"
9985,"Nasheee
"
9986,"Mera toh har 2 din m naam jbte rhti h
"
9987,"In a day
"
9988,"yeah and who didnt respond
"
9989,"Ek hi g**d he kitne bar fadoge
"
9990,"Ye karlo sab Youtuber baan jao
"
9991,"Amrita Pradhan mereko dm Karo plse
"
9992,"<Media omitted>
"
9993,"This message was deleted
"
9994,"Jo bhi gaane bajata hai aaj EVS wale class mein aajana
"
9995,"<Media omitted>
"
9996,"Thik quiz ke time ana hua.
"
9997,"Sir ham sabka marenge fir
"
9998,"Nahi abhi
"
9999,"Fir wo special take care karne lagega bhaiiiii..
"
10000,"EVS ka pura internal marks ridhy Aggarwal hi leke jayegi...
"
10001,"💯
"
10002,"<Media omitted>
"
10003,"Aaj sab mask phen ke aana🙂
"
10004,"Aaj toh Pande sir aayenge 🌝
"
10005,"👍👍
"
10006,"😂😂😂😂😂
"
10007,"pk pandeee
"
10008,"Bulao Bulao 🌚
"
10009,"Hume bhi baat dena🙂🙂
"
10010,"🙂🙂
"
10011,"😂😂😂😂😂
"
10012,"sure sure
"
10013,"Jao be salo naha dho ke aao, subha se Physics likh rahe ho
"
10014,"Jao jao
"
10015,"Mere ko full chaiy3🥺
"
10016,"Sirf aman bhai hi smjte hai students log ka dard 🥺😭😭
"
10017,"😖😖
"
10018,"Classwork KYa di ma'am?
"
10019,"nai nai sugle aache lag rahe hai😂😂
"
10020,"Aur Aman apna naam shi se likhrha h na?😂
"
10021,"aur kuch ?
"
10022,"di ni abhi tak.
"
10023,"😬😂😂 hann ab to sahi he
"
10024,"Acha hai
Mat de
"
10025,"wahii
"
10026,"Waah😂
"
10027,"you need to response guyss
"
10028,"😂😂
"
10029,"Ek kanya gf ke liye 🙂 bas aur kuch crore paisa and ek Lamborghini urus bas🙂
"
10030,"waterproof machli bhi le aau?
"
10031,"Haa maja aayega🤣🤣🤣
"
10032,"Hame kya commission mile ga?
"
10033,"<Media omitted>
"
10034,"Ek ride kra denge urus me🙂
"
10035,"Paisa account no. Bheju?
"
10036,"advance de pehele !
"
10037,"Main manga hu tu thodi mangi h🙂
"
10038,"<Media omitted>
"
10039,"@919102485981 absent ho jaa bhai🙂🙂
"
10040,"Are sir ko kyu confuse kar rahe ho
"
10041,"Sir ko confuse🙂
"
10042,"kya hai beee
"
10043,"😂😂
"
10044,"Uska test bhi jayega nalee
"
10045,"if something problem you need to responsibul..
"
10046,"Me
"
10047,"Acha haa🥲
"
10048,"Lmaoo . teacher 😂
"
10049,"Bachpan me isko matha pe chot laga tha na?🙂
"
10050,"oh god!
"
10051,"wtfff
"
10052,"@919102485981 bhai isbar bachgaye next time kiit mail ka jugaad kar lena🫠
"
10053,"Ppt mai marks dyte wqt lmaoo na kr dy
"
10054,"Kas iske baap ko khin aur lgta tb ye na hota
"
10055,"<Media omitted>
"
10056,"<Media omitted>
"
10057,"Dejavo
"
10058,"Hm n complaint kiye hai uska kv khi pe🥲🌝
"
